event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SYR139820,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Tribal and Clan Forces",,"Identity militia","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Identity militia",,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,"Sweidan Jazira",34.8964,40.5900,1,"SHAAM; The Euphrates Post; Twitter","New media-National","On 20 January 2025, Tribal and Clan Forces attacked a QSD military post in the village of Sweidan Jazira in the countryside of Deir ez Zor. Casualties unknown.",0,,1759187423,3522,11273,11686,11686
SYR139822,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Tribal and Clan Forces",,"Identity militia","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Identity militia",,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,Tayyana,34.9842,40.5444,1,"SHAAM; SOHR; Twitter","Other-New media","On 20 January 2025, Tribal and Clan Forces attacked a QSD military post in the village of Tayyana in the countryside of Deir ez Zor. Casualties unknown.",0,,1759187423,5570,12969,14448,14448
SYR139825,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Tribal and Clan Forces",,"Identity militia","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-Identity militia",,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,Thiban,35.0114,40.5047,1,"Alkhabour; Liveuamap; SHAAM; SOHR; Syria TV; The Euphrates Post; Twitter","Local partner-New media","On 20 January 2025, Tribal and Clan Forces attacked QSD forces in the town of Thiban in the countryside of Deir ez Zor. They took control of the town for several hours, burned all QSD military posts, and then withdrew. During the clashes, one child was killed and six civilians were wounded. Following the incident, QSD forces imposed a curfew in the town and detained the six wounded civilians and one disabled man. 1 fatality.",1,,1759187423,6121,13876,28667,28667
SYR139833,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"QSD: Syrian Democratic Forces",,"Rebel group","Civilians (Syria)","Former QSD: Syrian Democratic Forces",Civilians,"Rebel group-Civilians","Civilian targeting",760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Basira,Shiheil,35.0920,40.4543,1,Twitter,"New media","On 20 January 2025, QSD forces detained and physically assaulted 15 former members of the group after their escape from military posts in the town of Shiheil in the countryside of Deir ez Zor. The detainees were subsequently taken to the Omar oil field base.",0,,1759187423,1413,27814,35073,27814
YEM96440,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Taizz,"At Taiziyah",,"Jabal Han",13.5834,43.9457,2,"26 September News; Aden al Ghad; Al Harf 28; Khabar News Agency (Yemen)",National,"On 20 January 2025, Houthi forces targeted IRG forces with artillery shelling and mortar shells in the Jabal Han region (At Taiziyah, Taizz). Casualties unknown.",0,,1770676350,965,7168,7168,7168
LBN32633,2025-01-20,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Lebanon)","Farmers (Lebanon)",Civilians,"External/Other forces-Civilians","Civilian targeting",422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Al Wazzani",33.2756,35.6228,2,"National News Agency Lebanon",National,"On 20 January 2025, the Israeli military detained three Lebanese farmers between Ain Arab and Al Wazzani town (Hasbeiya, Al Nabatieh). This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1753954662,169,294,294,294
LBN32681,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Maroun er Ras",33.1038,35.4444,1,"National News Agency Lebanon",National,"On 20 January 2025, the Israeli military fired an artillery shell targeting a house in Maroun er Ras town (Bint Jbeil, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756770056,257,1439,1439,1439
LBN32682,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Maroun er Ras",33.1038,35.4444,2,"El Nashra",National,"On 20 January 2025, an Israeli Merkava tank fired a shell targeting a house in the vicinity of Maroun er Ras town (Bint Jbeil, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756770056,257,1439,1439,1439
LBN32685,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Kfar Chouba",33.3278,35.6925,2,"Ali Shoeib; AlManar TV; El Nashra; Liveuamap; National News Agency Lebanon","Local partner-New media","On 20 January 2025, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells targeting in the vicinity of Kfar Chouba town (Hasbeiya, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756770056,1465,1798,1798,1798
LBN32686,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Kfar Chouba",33.3278,35.6925,1,"Liveuamap; National News Agency Lebanon","Local partner-New media","On 20 January 2025, the Israeli military fired artillery shells targeting the outskirts of Kfar Chouba town (Hasbeiya, Al Nabatieh). There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756770056,1465,1798,1798,1798
LBN32690,2025-01-20,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Mays el Jabal",33.1691,35.5234,1,"AlManar TV",National,"On 20 January 2025, the Israeli military used machine gunfire towards several residential houses in Mays el Jabal (Marjayoun, Al Nabatieh). This came after Israeli infantry forces accompanied by Merkava tanks and bulldozers entered the town. There were no casualties. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756770056,2098,3060,3251,3251
YEM96429,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Marib,Harib,,Arak,14.9093,45.4097,2,"Aden al Ghad; Al Masdar; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Mareb Press",Subnational-National,"On 20 January 2025, IRG forces clashed with Houthi forces using artillery and heavy weapons on Jabal al Balaq ash Sharqi, Al Akd, and Al Burah (coded to Arak) fronts (Marib), causing 'human losses' among Houthi forces and destroying military equipment. Unclear fatalities coded as 3 on the Houthi side. 3 fatalities split across 3 events. 1 fatality coded to this event.",1,,1770676350,253,1452,4031,4031
IRQ62272,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Iraq)",,"Political militia","Civilians (Iraq)","Azm Alliance (Iraq)",Civilians,"Political militia-Civilians","Civilian targeting",368,"Middle East",Iraq,"Salah Al Din",Samarra,"Markaz Samarra",Samarra,34.1959,43.8857,1,"ROJ News; Shafaaq News",National-Regional,"On 20 January 2025, unknown gunmen opened fire and killed a leader in the Azm Alliance (Laith Al-Abbasi) in the Al-Jubairiyah area of Samarra district (Salah Al Din). 1 fatality.",1,,1762291738,15533,73570,166760,166760
SYR143936,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,"As Suqaylabiyah","As Suqaylabiyah","Al Aweina",35.3510,36.4145,1,SNHR,"Local partner-Other","On 20 January 2025, unidentified gunmen shot and killed an individual who is from Al Aweina village in rural Hama for unknown reasons. The victim is accused of collaborating with Russian fighters. 1 fatality.",1,,1762291933,81,578,6737,6737
SYR143937,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Labor Group (Syria)",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,"As Salamiyeh",Oqeirbat,Suha,35.0010,37.4096,2,SNHR,"Local partner-Other","On 20 January 2025, unidentified gunmen shot and killed a civilian near Suha village in rural Hama for unknown reasons. The victim worked at a company in Hama city and was from Akash village. 1 fatality.",1,,1762291933,940,1380,3749,3749
YEM96439,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Taizz,Maqbanah,,"Uzlat Al Quhayfah",13.3950,43.7778,2,"26 September News; Aden al Ghad; Al Harf 28; Khabar News Agency (Yemen)",National,"On 20 January 2025, IRG repelled a Houthi 'infiltration attempt' in the Al Quhayfah area (Maqbanah, Taizz), causing unspecified injuries among Houthi forces.",0,,1772581294,,13,1475,1475
SYR144738,2025-01-20,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Teachers (Syria); Women (Syria)",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Homs,Homs,Homs,Homs,34.7300,36.7197,1,SNHR,"Local partner-Other","On 20 January 2025, an unidentified armed group kidnapped a woman in the city of Homs for unknown reasons. The abductee is an Assistant Professor at the University of Homs.",0,,1762291933,13282,13325,13325,13325
YEM96408,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Al Luhaibi Tribal Militia (Yemen)",,"Identity militia","Al Tamahi Tribal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,Dhamar,"Dhamar City",,Dhamar,14.5427,44.4052,1,"Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"On 20 January 2025, armed clashes erupted between Al Tamahi and Al Luhaibi tribal militants at a funeral gathering in Dhamar city (coded to district center) over old tribal disputes, killing 2 tribesmen from Al Tamahi and 1 from Al Luhaibi, along with multiple injuries on both sides. Local security forces detained around 20 individuals from both sides following the clash.",3,,1751322310,56090,112692,121960,121960
PSE67132,2025-01-20,2025,1,"Political violence","Violence against civilians",Attack,"Sahm Unit",,"Political militia","Civilians (Palestine)",,Civilians,"Political militia-Civilians","Civilian targeting",275,"Middle East",Palestine,"Gaza Strip","Deir El Balah",,"Deir al Balah Camp",31.4249,34.3400,1,"The Independent Commission For Human Rights",National,"On 20 January 2025, masked gunmen in civilian clothing, believed to be security personnel from the 'Sahm Force' affiliated with the Ministry of Interior in Gaza (Hamas), opened fire at two citizens in Deir al Balah Camp (Deir El Balah) and shot them in the hands and legs. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2024. This event involved violence over aid.",0,,1765850627,6470,6662,6662,6662
YEM103761,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades","Giants Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Hazm Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Support and Reinforcement Brigades; Police Forces of Yemen (2022-2026) Presidential Leadership Council - STC Security Belt Forces; Southern Resistance","State forces","State forces-State forces",,887,"Middle East",Yemen,Lahij,"Al Musaymir",,"Habil Hanash",13.5205,44.4333,2,"Undisclosed Source","Local partner-Other","On 20 January 2025, Houthi forces clashed with the STC 13th Saiqa Brigade, Southern Resistance forces, Security Belt forces, 5th Support and Reinforcement Brigades, 2nd Hazm Brigade, and the 2nd Giants Brigade in Habil Hanash front (Al Musaymir, Lahij). The clash resulted in the killing of 2 and the injury of 2 Houthi fighters and the injury of 2 STC soldiers.",2,,1770676302,48,211,1090,1090
YEM96431,2025-01-20,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Masud Tribal Militia (Yemen)",,"Identity militia","State forces-Identity militia",,887,"Middle East",Yemen,"Al Bayda","Al Quraishyah",,Khubzah,14.4592,44.7932,1,"Al Masdar; Khabar News Agency (Yemen); Undisclosed Source","Local partner-Other","On 20 January 2025, clashes re-erupted between Houthi forces and Al Masud tribesmen in Hanakat Al Masoud (Khubzah) (Al Quraishyah, Al Bayda) when Houthi forces attempted to raid homes, violating a tribal agreement with local residents. The clashes resulted in 7 Houthi fighters killed, 3 injured, and the destruction of a military vehicle, while 2 local resident was killed and 3 others injured, and the destruction of a house. Houthi forces detained the injured and imposed a curfew in the area following the clashes. 9 total fatalities.",9,,1768269667,7940,8826,9488,9488
