event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SYR140367,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces",,"Rebel group","Military Forces of Syria (2024-)",,"State forces","State forces-Rebel group",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Qarah Qawzak Bridge",36.6339,38.2058,2,SOHR,Other,"On 4 February 2025, QSD forces shelled Syrian army positions on Qarah Qawzak Bridge in the countryside of Aleppo with artillery. Three Syrian army soldiers were killed in the shelling on Qarah Qawzak Bridge and the Sad Tishreen axes, while QSD announced the death of four of its members during clashes with the Syrian army on both axes. Additionally, QSD intercepted two suicide drones on both axes (likely affiliated with the Syrian army). Fatalities split as follows: 3 in Qarah Qawzak Bridge and 4 in Sad Tishreen axis. Fatalities coded to 3",3,,1759187423,251,341,556,556
SYR140790,2025-02-04,2025,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,"Rural Damascus","Rural Damascus",Qudsiya,Qodsayya,33.5498,36.2169,1,"Rasd Network",National,"Around 4 February 2025 (week of), several days after the detention of a fifty-year-old man by unidentified gunmen in Qodsayya in Rural Damascus, the body of the victim was found, killed by his abductors for unknown reasons. 1 fatality.",1,,1762291933,36954,54056,60658,60658
PSE67348,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","PIJ: Katibat Tubas",,"Political militia","Military Forces of Israel (2022-)",,"External/Other forces","Political militia-External/Other forces",,275,"Middle East",Palestine,"West Bank",Tubas,,Tayasir,32.3404,35.3960,1,"Ma'an News Agency; Palestine News and Information Agency",National,"On 4 February 2025, Palestinian assailant from Katibat Tubas (PIJ) opened fire at Israeli forces positioned on the Tayasir checkpoint (Tubas, West Bank), killing 2 soldiers and injuring 6 others. Israeli forces opened fire at the assailant, killing him.",3,,1753956656,1225,1834,1864,1864
PSE67380,2025-02-04,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"External/Other forces","Unidentified Armed Group (Palestine)",,"Political militia","Political militia-External/Other forces",,275,"Middle East",Palestine,"West Bank",Hebron,,Dura,31.5078,35.0293,1,"Long War Journal; Quds News Network",National-International,"Defusal: On 4 February 2025, Israeli forces detonated an explosive device planted by Palestinian militants at the settlement road near the Abdo area in Dura (Hebron, West Bank).",0,,1753956656,10035,27068,29771,
PSE67347,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,"Political militia","Military Forces of Israel (2022-)",,"External/Other forces","Political militia-External/Other forces",,275,"Middle East",Palestine,"West Bank",Tubas,,Tammun,32.2835,35.3837,1,"Haaretz; Long War Journal; Newpress; Palestine News and Information Agency; Quds News Network",National-Regional,"On 4 February 2025, an unidentified Palestinian group exchanged fire with Israeli forces that raided Tammun (Tubas, West Bank) and surrounded a house. Israeli forces also launched drone strikes on 8 positions. There were no casualties.",0,,1753956656,11158,13439,14525,14525
PSE67350,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,"Political militia","Military Forces of Israel (2022-)",,"External/Other forces","Political militia-External/Other forces",,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Quds News Network",National,"On 4 February 2025, an unidentified Palestinian group exchanged fire with Israeli forces in Jenin city (Jenin, West Bank), likely during a raid. There were no casualties.",0,,1753956656,34875,56392,62076,62076
LBN33004,2025-02-04,2025,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Lebanon)",,"Political militia","Civilians (Lebanon)","Government of Lebanon (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",422,"Middle East",Lebanon,Akkar,Akkar,,Bebnine,34.4992,35.9931,1,"El Nashra; L'Orient Le Jour; Murr TV",National,"On 4 February 2025, unidentified armed individuals threw a grenade at the residence of the Mukhtar (elected neighborhood representatives) and president of the Union of Akkar Mukhtars, Zaher Kassar, in Bebnine town (Akkar, Akkar). The explosion shattered the windows of a car in front of the house causing material damage. There were no casualties.",0,"local administrators",1743467553,11702,18716,23315,23315
SYR140369,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces",,"Rebel group","Military Forces of Syria (2024-)","Military Forces of Turkey (2016-)","State forces","State forces-Rebel group",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Sad Tishreen",36.3814,38.1833,2,"Alkhabour; Liveuamap; SHAAM; SOHR","Local partner-New media","On 4 February 2025, QSD forces shelled Syrian army positions on Sad Tishreen axis in the countryside of Aleppo with artillery. Simultaneously, Turkish warplanes carried out airstrikes targeting QSD positions on the same axis. Three Syrian army soldiers were killed in the shelling on Qarah Qawzak Bridge and the Sad Tishreen axes, while QSD announced the death of four of its members during clashes with the Syrian army on both axes. Additionally, QSD intercepted two suicide drones on both axes (likely affiliated with the Syrian army). Fatalities split as follows: 3 in Qarah Qawzak Bridge and 4 in Sad Tishreen axis. Fatalities coded to 4",4,,1759187423,2417,6144,15446,15446
SYR140489,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)","Farmers (Syria)",Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Muhasan,"Qetet Elbuleil",35.2035,40.3627,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Qetet Elbuleil in rural Deir ez Zor detonated, killing a child who was grazing sheep. 1 fatality.",1,,1762291933,1589,3850,4031,4031
SYR140497,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor","Deir ez Zor","Deir-ez-Zor - Harabesh",35.3088,40.1640,1,"SHAAM; The Euphrates Post",National,"On 4 February 2025, a landmine planted by unidentified gunmen in the Harbisha area in the city of Deir-ez-Zor - Harabesh neighborhood detonated, injuring four individuals. There were no fatalities.",0,,1762291933,6886,7151,7184,7184
SYR140498,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Ariha,35.8140,36.6102,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Ariha in rural Idleb detonated, injuring a child. There were no fatalities.",0,,1762291933,14332,21854,23205,23205
SYR140499,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Al Bab",Arima,"Bir Tafreeah",36.3539,37.6765,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Bir Tafreeah in rural Aleppo detonated, killing a child. 1 fatality.",1,,1762291933,345,1301,1901,1901
SYR140500,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,Afrin,Afrin,Kabashin,36.3323,36.9175,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Kabashin in rural Aleppo detonated, injuring a child. There were no fatalities.",0,,1762291933,298,323,323,323
SYR140501,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Jebel Saman","Tall Ed daman","Tall Ed-Daman",35.8075,37.2536,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Tall Ed-Daman in rural Aleppo detonated, killing a young man. 1 fatality.",1,,1762291933,530,740,1508,1508
SYR140502,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor","Deir ez Zor","Deir-ez-Zor - Al-Joura-Al-Thawra",35.3475,40.1197,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in the city of Deir-ez-Zor - Al-Joura-Al-Thawra neighborhood detonated, killing a young man and injuring his sister. 1 fatality.",1,,1762291933,15047,17355,17355,17355
SYR140503,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Hama,Hama,Suran,"Tiba Elemam",35.2641,36.7105,1,SOHR,Other,"On 4 February 2025, a landmine war remnant planted by unidentified gunmen in Tiba Elemam in rural Hama detonated, injuring a child. On 9 February he succumbed to his injuries. 1 fatality.",1,,1762291933,29731,50340,53440,53440
YEM96586,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Bani Hamdi Tribal Militia (Yemen)",,"Identity militia","Lutf Sari Tribal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,Ibb,Yarim,,Yarim,14.2980,44.3779,1,"2 December News; Al Harf 28; Al Masdar; Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Khabar News Agency (Yemen); Yemen Window",National,"On 4 February 2025, armed clashes erupted between tribesmen from Bani Hamdi and Lutf Sari in Aamad market in Yarim (Yarim, Ibb). The clashes resulted in the killing of 1 and the injury of 2 civilians including an 8-year-old child. The reason behind the clash was over land dispute.",1,,1762820001,92233,182340,235343,235343
IRQ64033,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Amadiya,37.0921,43.4877,2,"People's Defense Forces",Other,"On 4 February 2025, Turkish army forces killed 2 PKK militants via unspecified means in the Zap region (coded as Al Amadiya district, Duhok). On 7 February 2025, the Turkish army announced that its forces killed, injured, or captured 8 PKK militants in the Asos (Jabal Asaws) region and the Operation Claw Lock area in the previous days.",2,,1753954518,2908,6462,8158,8158
LBN33008,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Yaroun,33.0803,35.4225,1,"Ali Shoeib; AlManar TV; El Nashra",National,"On 4 February 2025, the Israeli military combed the eastern sector of Yaroun town (Bint Jbeil, Al Nabatieh) with machine gunfire. Israeli soldiers also raided a number of houses in the sector. This event occurred following the extension of the ceasefire agreement until 18 February.",0,,1753954662,1558,2345,2468,2468
LBN33010,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Kfar Hamam",33.3439,35.6789,2,"L'Orient Le Jour; National News Agency Lebanon",National,"On 4 February 2025, the Israeli military combed with machine gunfire an area near Kfar Hamam town (Hasbeiya, Al Nabatieh). The Israeli military detained a resident of the town. The resident was later released. There were no casualties. This event occurred following the extension of the ceasefire agreement until 18 February.",0,,1756770056,710,899,899,899
YEM96630,2025-02-04,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Yemen (2022-2026) Presidential Leadership Council - Nation Shield Forces",,"State forces","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Lahij,"Al Madaribah Wa Al Arah",,"Ras al Arah",12.6321,43.9161,2,"Yemen Window",National,"Weapons seizure: On 4 February 2025, the 4th IRG Nation Shield Forces Brigade seized a boat near the Strait of Bab el Mandeb in Al Hajima area in Ras al Arah (Al Madaribah Wa Al Arah, Lahij) carrying three containers of explosives, detonators, and fuses intended for use in drones, missiles, and IEDs, which were destined for Houthi forces in Al Hudaydah.",0,,1770676350,4746,5167,6596,
IRQ62507,2025-02-04,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Tribal Militia (Iraq)",,"Identity militia","Civilians (Iraq)","Al Rujaibat Tribal Group (Iraq)",Civilians,"Identity militia-Civilians","Civilian targeting",368,"Middle East",Iraq,Baghdad,"Al Madain","Al Wihda",Nahrawan,33.3770,44.7029,2,"Shafaaq News",National,"On 4 February 2025, unknown tribal gunmen opened heavy fire targeting the house belonging to the shaykh of Al Rujaibat tribe in the area of Nahrawan city (Baghdad), due to a tribal dakka with Bait Bakheet (Bait Jaru) tribe. Perpetrators fled he scene. There were no casualties.",0,,1747779251,20892,50050,72226,50050
LBN33020,2025-02-04,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Lebanon (2021-)",,"State forces","Unidentified Clan Militia (Lebanon)",,"Identity militia","State forces-Identity militia",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,"Al Nabi Sheet",33.8731,36.1117,1,"El Nashra; Lebanon24; National News Agency Lebanon",National,"Weapons seizure: On 4 February 2025, the LAF carried out raids in search of wanted individuals (affiliated with clan militias) in Al Nabi Sheet town (Baalbek, Baalbek-Hermel). The LAF seized a large number of weapons and ammunition during the raid. Three individuals were arrested.",0,,1756770056,4956,6195,6298,
YEM96582,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Al Dakhla Communal Militia (Yemen)",,"Identity militia","Aboum Communal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,Ibb,Yarim,,Yarim,14.2980,44.3779,2,"Khabar News Agency (Yemen)",National,"On 4 February 2025, gunmen from Al Dakhla and Aboum villages exchanged fire in Shazan valley in Yarim district (coded to district center Yarim) (Ibb). There were no casualties. The clashes occurred over disputes regarding water well digging in Shazan Valley.",0,,1750721831,92233,182340,235343,235343
LBN33021,2025-02-04,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Lebanon (2021-)",,"State forces","Unidentified Clan Militia (Lebanon)",,"Identity militia","State forces-Identity militia",,422,"Middle East",Lebanon,Baalbek-Hermel,Baalbek,,Chmistar,33.9647,36.0175,1,"El Nashra; Lebanon24; National News Agency Lebanon",National,"Weapons seizure: On 4 February 2025, the LAF carried out raids in search of wanted individuals (affiliated with clan militias) in Chmistar town (Baalbek, Baalbek-Hermel). The LAF seized a large number of weapons and ammunition during the raid. Two individuals were arrested.",0,,1751941686,5267,8054,11031,
SYR140351,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","As-Sweida Bedouins Tribal Militia (Syria)",,"Identity militia","As-Sweida Bedouins Tribal Militia (Syria)",,"Identity militia","Identity militia-Identity militia",,760,"Middle East",Syria,"As Sweida",Shahba,Shahba,Shahba,32.8545,36.6270,1,"SOHR; Suwayda 24",Other-National,"On 4 February 2025, armed clashes took place between As-Sweida Bedouin tribal militias in Shahba city in rural As Sweida over an old tribal dispute with machine guns and shelling, killing two young men, injuring several other individuals, and leading to the closure of the Mardak-Shahba highway. 2 fatalities.",2,,1753970546,10658,28997,30937,30937
YEM103962,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Hazm Brigades","State forces","State forces-State forces",,887,"Middle East",Yemen,Lahij,"Al Had",,Rayshan,13.9724,45.3676,2,"Undisclosed Source","Local partner-Other","On 4 February 2025, Houthi forces clashed with the IRG 6th Infantry Brigade and STC 5th Hazm Brigade in Al Had front (coded to Rayshan) (Al Had, Lahij). The clash resulted in the injury of 3 Houthi fighters and 2 IRG soldiers.",0,,1770676302,2520,5264,14538,14538
YEM103972,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - 30th Armored Brigade","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades; Police Forces of Yemen (2022-2026) Presidential Leadership Council - Special Security Forces; Police Forces of Yemen (2022-2026) Presidential Leadership Council - STC Security Belt Forces","State forces","State forces-State forces",,887,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Jabal Murays",13.9667,44.6833,2,"Undisclosed Source","Local partner-Other","On 4 February 2025, Houthi forces clashed with the forces of the IRG 30th Armored Brigade, STC Security Belt Forces, 5th Special Security Forces Brigade, 14th Saiqa Brigade, 2nd Commando Brigade (coded as STC generic forces), and affiliated Salafist forces in the Murays front (coded to Jabal Murays) (Qaatabah, Ad Dali). The clashes resulted in the killing of 1 and the injury of 2 Houthi fighters and the injury of 1 IRG soldier.",1,,1770676302,788,1512,4845,4845
YEM104015,2025-02-04,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces","Giants Brigades",,"Political militia","State forces-Political militia",,887,"Middle East",Yemen,"Al Bayda",Naman,,"Aqabat al Qandha",14.6804,45.5944,2,"Undisclosed Source","Local partner-Other","On 4 February 2025, Houthi forces targeted, likely by shelling and artillery, the Giants Brigades' Al-Qawim military site along Aqabat al Qandha front (Naman, Al Bayda). Casualties unknown.",0,,1752550320,369,4916,15179,15179
YEM104017,2025-02-04,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Shabwani Defense Forces",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Shabwah,"Merkhah Al Ulya",,"Al Aqir",14.5682,45.9116,2,"Undisclosed Source","Local partner-Other","On 4 February 2025, the STC 5th Shabwani Defense forces clashed with Houthi forces in Amkash mountain in Merkhah Al Ulya district (coded to district center Al Aqir) (Shabwah). Casualties unknown.",0,,1770676302,256,1247,3605,3605
IRQ62484,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Amadiya,37.0921,43.4877,2,"Al Maloomah; Anadolu Agency; Watan (Iraq)",National-Regional,"On 5 February 2025, PKK militants clashed with Turkish forces in an unspecified location in the Operation Claw Lock area (coded as Al Amadiya district, Duhok), killing between 1 and 4 members of the Infantry Division. Fatalities coded as 1.",1,,1753954492,2908,6462,8158,8158
IRQ62489,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Unidentified Tribal Militia (Iraq)",,"Identity militia","Unidentified Tribal Militia (Iraq)",,"Identity militia","Identity militia-Identity militia",,368,"Middle East",Iraq,Maysan,"Al Mejar Al Kabir","Al Aziz","Al Azair",31.3300,47.4200,2,"Al Mirbad",National,"On 5 February 2025, members of an unidentified tribe clashed in the area close to the border on the outskirts of Al Azair city (Maysan), due to a tribal dispute likely related to a previous killing of a person in the area of Al Azair city (after a tribal dispute with his cousins). Two people were killed and two were injured as a result of the clash. 2 fatalities.",2,,1739238782,15684,23825,31797,31797
IRQ62516,2025-02-05,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Iraq (2022-) Popular Mobilization Forces","Military Forces of Iraq (2022-) Intelligence and Information Department","State forces","Islamic State in Iraq and the Levant (ISIL)",,"Rebel group","State forces-Rebel group",,368,"Middle East",Iraq,"Al Anbar","Al Rutba","Markaz Al Rutba","Ar Rutba",33.0373,40.2826,2,"Al Maloomah",National,"Defusal: On 5 February 2025, the Popular Mobilization Forces carried out a search operation in the desert areas of Al Rutba district (coded as Ar Rutba city, Al Anbar), having received intelligence information about booby-trapped objects. The PMF found and defused a large number of various explosive devices containing C4 and TNT which had been left in the area by ISIL militants during the time of their control over the area.",0,,1759781401,6119,21388,27008,
IRQ62520,2025-02-05,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Iraq (2022-)","Police Forces of Iraq (2022-) Iraqi National Intelligence Service","State forces","Islamic State in Iraq and the Levant (ISIL)",,"Rebel group","State forces-Rebel group",,368,"Middle East",Iraq,"Al Anbar","Al Rutba","Markaz Al Rutba","Ar Rutba",33.0373,40.2826,2,"Al Maloomah",National,"Defusal: On 5 February 2025, security forces carried out a preemptive security operation in abandoned shops in the souq in Al Rutba district (coded as Ar Rutba city, Al Anbar), having received intelligence information about an explosive belt. The security forces found and defused the belt thus thwarting its detonation by ISIL militants. The security forces also carried out a search operation in the nearby shops looking for booby-trapped objects.",0,,1759781401,6119,21388,27008,
IRQ62568,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","PKK: Kurdistan Workers Party",,"Rebel group","Military Forces of Turkey (2016-)",,"External/Other forces","Rebel group-External/Other forces",,368,"Middle East",Iraq,Ninewa,Aqra,Dinarta,Naqab,36.7807,44.0828,2,"People's Defense Forces",Other,"On 5 February 2025, PKK militants attacked Turkish army soldiers and a Turkish army helicopter via unspecified heavy weapons in the Neqeba Azadiye (Naqab) area (Aqra, Ninewa). Casualties unknown.",0,,1764045636,12,147,715,715
PSE67328,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Tubas,,Tammun,32.2835,35.3837,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 5 February 2025, Israeli forces launched a drones strike on four positions in Tammun (Tubas, West Bank), injuring a Palestinian.",0,,1753956656,11158,13439,14525,14525
PSE67367,2025-02-05,2025,1,"Political violence","Violence against civilians",Attack,"Police Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)","Refugees/IDPs (Palestine)",Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Qalandia Camp",31.8680,35.2285,1,"Palestine News and Information Agency",National,"On 5 February 2025, Israeli police forces fired live bullets and tear gas canisters during a raid on Al Quds - Qalandia Camp (Al Quds, West Bank). There were no casualties.",0,,1753956656,6354,6572,6572,6572
PSE67368,2025-02-05,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)","Labor Group (Palestine)",Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Tulkarm,,Attil,32.3701,35.0717,1,Liveuamap,"Local partner-New media","On 5 February 2025, Israeli forces opened fire at a Palestinian-owned shop during a raid on Attil (Tulkarm, West Bank). There were no casualties.",0,,1753956656,5500,10684,10978,10684
SYR140299,2025-02-05,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","QSD: Syrian Democratic Forces",,"Rebel group","Civilians (Syria)",,Civilians,"Rebel group-Civilians","Civilian targeting",760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Ein Issa","Ein Issa",36.3837,38.8628,2,"Alkhabour; SHAAM",National,"On 5 February 2025, QSD forces detained three people and confiscated their phones on the M4 highway in rural Ein Issa in Ar Raqqa countryside for unknown reasons.",0,,1759187423,2662,5753,5874,5753
SYR140321,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","QSD: Syrian Democratic Forces",,"Rebel group","Rebel group-External/Other forces",,760,"Middle East",Syria,"Ar Raqqa","Ar Raqqa","Ar Raqqa",Abbara,36.1581,39.0205,2,"Alkhabour; SHAAM",National,"On 5 February 2025, Turkish forces targeted a QSD military vehicle near Abbara town in Ar Raqqa countryside with drones. Casualties unknown.",0,,1759187423,756,2480,6204,6204
SYR140339,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,"Ain Al Arab","Lower Shyookh","Zur Maghar",36.8346,38.0347,1,Liveuamap,"Local partner-New media","On 5 February 2025, Turkish warplanes targeted Zur Maghar town in Aleppo countryside with airstrikes. Casualties unknown.",0,,1759187423,802,903,1047,1047
SYR140345,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","QSD: Syrian Democratic Forces",,"Rebel group","Military Forces of Turkey (2016-)",,"External/Other forces","Rebel group-External/Other forces",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer","Tal Tamer",36.6534,40.3718,2,SOHR,Other,"On 5 February 2025, QSD forces targeted a Turkish military base in Imam town in rural Tal Tamer in Al Hasakeh countryside with drones and rockets. Casualties unknown.",0,,1759187423,10463,17510,19149,19149
SYR140543,2025-02-05,2025,1,"Political violence",Battles,"Armed clash","Al Buhardan Tribal Militia (Syria)",,"Identity militia","Al Buhardan Tribal Militia (Syria)",,"Identity militia","Identity militia-Identity militia",,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal",Hajin,Hajin,34.6869,40.8392,1,"Alkhabour; SHAAM; SOHR; Syria TV; The Euphrates Post",Other-National,"On 5 February 2025, clashes took place between two families from Al Buhardan tribe in Hajin town in Deir ez Zor countryside over an old dispute, killing a man. 1 fatality.",1,,1759187423,8114,29747,36828,36828
SYR140551,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,"Al Hasakeh","Ras Al Ain","Ras Al Ain",Dardara,36.8337,40.1726,1,SOHR,Other,"On 5 February 2025, Turkish forces shelled Dardara town in Al Hasakeh countryside with heavy artillery. Casualties unknown.",0,,1759187423,182,331,737,737
SYR140552,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer","Tall Tawil",36.6630,40.2836,1,SOHR,Other,"On 5 February 2025, Turkish forces shelled Tall Tawil town in Al Hasakeh countryside with heavy artillery. Casualties unknown.",0,,1759187423,366,421,509,509
SYR140553,2025-02-05,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,"Al Hasakeh","Al Hasakeh","Tal Tamer","Umm Al-Kayf",36.6757,40.3206,1,SOHR,Other,"On 5 February 2025, Turkish forces shelled Umm Al-Kayf town in Al Hasakeh countryside with heavy artillery. Casualties unknown.",0,,1759187423,107,677,727,727
